Target ID	Target name	TF list
ENSG00000148795	CYP17A1	ENSG00000118260;ENSG00000136574;ENSG00000141448;ENSG00000141448;ENSG00000141905;ENSG00000141905;ENSG00000169297;ENSG00000175745;ENSG00000123358;ENSG00000136931;ENSG00000136931;ENSG00000033800;ENSG00000166949;ENSG00000185591;ENSG00000172845;
ENSG00000137869	CYP19A1	ENSG00000172216;ENSG00000172216;ENSG00000221869;ENSG00000118260;ENSG00000091831;ENSG00000173153;ENSG00000173153;ENSG00000183770;ENSG00000177606;ENSG00000109320;ENSG00000169297;ENSG00000175745;ENSG00000160113;ENSG00000113580;ENSG00000136931;ENSG00000136931;ENSG00000116833;ENSG00000082175;ENSG00000172819;ENSG00000173039;ENSG00000185591;ENSG00000168610;ENSG00000158773;ENSG00000105698;ENSG00000184937;
ENSG00000019186	CYP24A1	ENSG00000111424;ENSG00000111424;ENSG00000111424;
ENSG00000135929	CYP27A1	ENSG00000101076;ENSG00000131910;ENSG00000185591;ENSG00000172845;
ENSG00000111012	CYP27B1	ENSG00000162676;ENSG00000109320;ENSG00000173039;
ENSG00000153071	DAB2	ENSG00000141448;
ENSG00000276644	DACH1	ENSG00000102145;ENSG00000141646;
ENSG00000256870	SLC5A8	ENSG00000172216;ENSG00000185591;
ENSG00000058866	DGKG	ENSG00000146592;ENSG00000146592;
ENSG00000196730	DAPK1	ENSG00000172216;ENSG00000260027;ENSG00000134046;
ENSG00000123454	DBH	ENSG00000164107;ENSG00000165462;ENSG00000165462;ENSG00000109132;ENSG00000109132;ENSG00000137203;ENSG00000100811;
ENSG00000155368	DBI	ENSG00000132170;
ENSG00000105516	DBP	ENSG00000108924;ENSG00000167074;
ENSG00000187323	DCC	ENSG00000125398;
ENSG00000156136	DCK	ENSG00000185591;
ENSG00000011465	DCN	ENSG00000177606;ENSG00000012504;
ENSG00000159640	ACE	ENSG00000095794;ENSG00000120738;ENSG00000120738;ENSG00000100644;ENSG00000172845;
ENSG00000185436	IFNLR1	ENSG00000115415;
ENSG00000080166	DCT	ENSG00000091831;ENSG00000187098;ENSG00000165588;ENSG00000125398;
ENSG00000167986	DDB1	ENSG00000134323;ENSG00000185591;ENSG00000141510;ENSG00000141510;
ENSG00000134574	DDB2	ENSG00000185591;ENSG00000141510;ENSG00000141510;ENSG00000073282;
ENSG00000132437	DDC	ENSG00000184486;ENSG00000204531;
ENSG00000151632	AKR1C2	ENSG00000122691;ENSG00000233608;
ENSG00000116717	GADD45A	ENSG00000130522;ENSG00000001167;ENSG00000001167;ENSG00000143190;ENSG00000143190;ENSG00000204531;ENSG00000141510;ENSG00000141510;ENSG00000141510;
ENSG00000175197	DDIT3	ENSG00000162772;ENSG00000128272;ENSG00000128272;ENSG00000118217;ENSG00000172216;ENSG00000221869;ENSG00000221869;ENSG00000170345;ENSG00000140044;ENSG00000177606;ENSG00000001167;ENSG00000168610;ENSG00000100219;
ENSG00000135829	DHX9	ENSG00000124766;
ENSG00000206047	DEFA1	ENSG00000245848;
ENSG00000239839	DEFA3	ENSG00000245848;
ENSG00000124812	CRISP1	ENSG00000169083;
ENSG00000164816	DEFA5	ENSG00000196628;
ENSG00000164822	DEFA6	ENSG00000196628;
ENSG00000171711	DEFB4A	ENSG00000109320;ENSG00000173039;
ENSG00000164488	DACT2	ENSG00000183072;
ENSG00000198178	CLEC4C	ENSG00000196628;
ENSG00000171456	ASXL1	ENSG00000181449;
ENSG00000116133	DHCR24	ENSG00000185591;
ENSG00000228716	DHFR	ENSG00000101412;ENSG00000198176;
ENSG00000181019	NQO1	ENSG00000091831;ENSG00000170345;ENSG00000177606;ENSG00000171223;ENSG00000130522;ENSG00000197063;ENSG00000198517;ENSG00000082641;ENSG00000116044;ENSG00000116044;ENSG00000116044;ENSG00000106459;
ENSG00000081051	AFP	ENSG00000245848;ENSG00000101076;ENSG00000164749;ENSG00000111704;ENSG00000141510;ENSG00000140836;ENSG00000178764;
ENSG00000105880	DLX5	ENSG00000169057;ENSG00000204531;
ENSG00000198947	DMD	ENSG00000112658;
ENSG00000157766	ACAN	ENSG00000185960;ENSG00000168779;ENSG00000185591;
ENSG00000104936	DMPK	ENSG00000102974;
ENSG00000137090	DMRT1	ENSG00000120738;ENSG00000185591;ENSG00000172845;
ENSG00000204305	AGER	ENSG00000109320;ENSG00000132170;ENSG00000173039;
ENSG00000213918	DNASE1	ENSG00000020633;
ENSG00000105612	DNASE2	ENSG00000185591;ENSG00000172845;
ENSG00000130816	DNMT1	ENSG00000101412;ENSG00000105856;ENSG00000185591;ENSG00000185591;ENSG00000185591;ENSG00000168610;ENSG00000168610;ENSG00000141510;ENSG00000141510;ENSG00000141510;
ENSG00000119772	DNMT3A	ENSG00000256463;ENSG00000185591;ENSG00000167182;ENSG00000172845;ENSG00000184937;
ENSG00000088305	DNMT3B	ENSG00000185591;ENSG00000167182;ENSG00000172845;
ENSG00000115325	DOK1	ENSG00000101412;
ENSG00000092964	DPYSL2	ENSG00000102145;ENSG00000179348;ENSG00000135903;ENSG00000185591;
ENSG00000117505	DR1	ENSG00000175745;
ENSG00000091138	SLC26A3	ENSG00000134954;ENSG00000101076;ENSG00000100811;
ENSG00000184845	DRD1	ENSG00000008196;
ENSG00000149295	DRD2	ENSG00000109320;ENSG00000173039;
ENSG00000108591	DRG2	ENSG00000185591;
ENSG00000101384	JAG1	ENSG00000132170;ENSG00000020633;ENSG00000019549;
ENSG00000134755	DSC2	ENSG00000113722;ENSG00000165556;
ENSG00000159200	RCAN1	ENSG00000170581;
ENSG00000135744	AGT	ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000158773;ENSG00000065978;
ENSG00000113070	HBEGF	ENSG00000100644;ENSG00000129152;ENSG00000109320;ENSG00000173039;ENSG00000124216;ENSG00000185591;ENSG00000172845;ENSG00000184937;ENSG00000184937;
ENSG00000120129	DUSP1	ENSG00000115966;ENSG00000095794;ENSG00000101412;ENSG00000082175;ENSG00000166888;ENSG00000141510;
ENSG00000120875	DUSP4	ENSG00000095794;
ENSG00000139318	DUSP6	ENSG00000134954;
ENSG00000144891	AGTR1	ENSG00000175832;ENSG00000100644;ENSG00000185591;ENSG00000185591;ENSG00000185591;ENSG00000172845;
ENSG00000157540	DYRK1A	ENSG00000084093;
ENSG00000101412	E2F1	ENSG00000116017;ENSG00000101412;ENSG00000169016;ENSG00000165891;ENSG00000129173;ENSG00000091831;ENSG00000114315;ENSG00000177374;ENSG00000125347;ENSG00000109320;ENSG00000131910;ENSG00000185551;ENSG00000123358;ENSG00000125618;ENSG00000082175;ENSG00000173039;ENSG00000069667;ENSG00000185591;ENSG00000183434;ENSG00000141510;ENSG00000078900;ENSG00000065978;
ENSG00000134817	APLNR	ENSG00000185591;
ENSG00000112242	E2F3	ENSG00000100644;ENSG00000141510;
ENSG00000169016	E2F6	ENSG00000101412;
ENSG00000117298	ECE1	ENSG00000134954;
ENSG00000025708	TYMP	ENSG00000185591;ENSG00000172845;
ENSG00000143369	ECM1	ENSG00000137203;ENSG00000087510;ENSG00000087510;
ENSG00000114346	ECT2	ENSG00000257923;ENSG00000101412;
ENSG00000158813	EDA	ENSG00000138795;
ENSG00000165029	ABCA1	ENSG00000129514;ENSG00000125798;ENSG00000109320;ENSG00000131408;ENSG00000025434;ENSG00000025434;ENSG00000173039;ENSG00000186350;ENSG00000185591;ENSG00000185591;ENSG00000172845;ENSG00000172845;ENSG00000198911;ENSG00000168610;ENSG00000158773;ENSG00000105698;ENSG00000166261;
ENSG00000169297	NR0B1	ENSG00000196482;ENSG00000136931;ENSG00000136931;
ENSG00000170989	S1PR1	ENSG00000168610;
ENSG00000078401	EDN1	ENSG00000150907;ENSG00000100644;ENSG00000177606;ENSG00000109320;ENSG00000012504;ENSG00000173039;ENSG00000115415;
ENSG00000136160	EDNRB	ENSG00000100644;ENSG00000100146;ENSG00000185591;ENSG00000185591;
ENSG00000108947	EFNB3	ENSG00000134323;
ENSG00000138798	EGF	ENSG00000185591;
ENSG00000008300	CELSR3	ENSG00000102974;
ENSG00000146648	EGFR	ENSG00000169083;ENSG00000120738;ENSG00000091831;ENSG00000260027;ENSG00000177606;ENSG00000171223;ENSG00000155090;ENSG00000124831;ENSG00000182979;ENSG00000109320;ENSG00000109320;ENSG00000151623;ENSG00000082175;ENSG00000132170;ENSG00000173039;ENSG00000185591;ENSG00000185591;ENSG00000115415;ENSG00000168610;ENSG00000137203;ENSG00000141510;ENSG00000111424;ENSG00000111424;ENSG00000184937;ENSG00000065978;ENSG00000100811;
ENSG00000120738	EGR1	ENSG00000169136;ENSG00000134954;ENSG00000134954;ENSG00000157557;ENSG00000150907;ENSG00000109320;ENSG00000119919;ENSG00000173039;ENSG00000185591;ENSG00000185591;ENSG00000141510;
ENSG00000122877	EGR2	ENSG00000111087;
ENSG00000106546	AHR	ENSG00000143437;ENSG00000091831;ENSG00000173153;ENSG00000175387;ENSG00000166949;ENSG00000141646;ENSG00000185591;
ENSG00000179388	EGR3	ENSG00000131196;ENSG00000101096;
ENSG00000142627	EPHA2	ENSG00000177374;ENSG00000182979;ENSG00000141510;
ENSG00000197561	ELANE	ENSG00000245848;ENSG00000245848;ENSG00000162676;ENSG00000138795;ENSG00000118513;ENSG00000159216;ENSG00000124813;ENSG00000066336;
ENSG00000021355	SERPINB1	ENSG00000109320;ENSG00000173039;
ENSG00000163435	ELF3	ENSG00000109320;ENSG00000173039;
ENSG00000175899	A2M	ENSG00000109320;ENSG00000168610;ENSG00000135457;
ENSG00000102034	ELF4	ENSG00000185591;ENSG00000141510;
ENSG00000126767	ELK1	ENSG00000113580;
ENSG00000158711	ELK4	ENSG00000169083;
ENSG00000183607	GKN2	ENSG00000109320;ENSG00000173039;
ENSG00000049540	ELN	ENSG00000177606;
ENSG00000170370	EMX2	ENSG00000253293;ENSG00000253293;ENSG00000204304;
ENSG00000106991	ENG	ENSG00000157554;ENSG00000157554;ENSG00000185591;
ENSG00000074800	ENO1	ENSG00000100644;
ENSG00000112759	SLC29A1	ENSG00000100644;ENSG00000185591;
ENSG00000100393	EP300	ENSG00000169083;ENSG00000120738;ENSG00000120738;ENSG00000151702;ENSG00000136997;
ENSG00000116016	EPAS1	ENSG00000124440;ENSG00000105991;ENSG00000173039;ENSG00000168610;ENSG00000105698;ENSG00000100811;
ENSG00000133216	EPHB2	ENSG00000162924;
ENSG00000162433	AK4	ENSG00000162772;
ENSG00000130427	EPO	ENSG00000143437;ENSG00000102145;ENSG00000102145;ENSG00000179348;ENSG00000107485;ENSG00000100644;ENSG00000100644;ENSG00000084676;ENSG00000166949;ENSG00000141646;ENSG00000185591;
ENSG00000187266	EPOR	ENSG00000102145;ENSG00000102145;ENSG00000107485;ENSG00000185591;ENSG00000185591;ENSG00000162367;
ENSG00000160113	NR2F6	ENSG00000118260;ENSG00000173153;
ENSG00000141736	ERBB2	ENSG00000169083;ENSG00000169083;ENSG00000123268;ENSG00000170653;ENSG00000118260;ENSG00000120690;ENSG00000126767;ENSG00000175832;ENSG00000175832;ENSG00000049768;ENSG00000154727;ENSG00000136574;ENSG00000130522;ENSG00000118513;ENSG00000075891;ENSG00000082175;ENSG00000185129;ENSG00000185591;ENSG00000172845;ENSG00000105866;ENSG00000137203;ENSG00000008196;ENSG00000087510;ENSG00000111424;ENSG00000065978;ENSG00000065978;ENSG00000100811;ENSG00000100811;
ENSG00000065361	ERBB3	ENSG00000169083;ENSG00000122691;ENSG00000233608;ENSG00000065978;
ENSG00000012061	ERCC1	ENSG00000101412;
ENSG00000104884	ERCC2	ENSG00000100644;
ENSG00000124882	EREG	ENSG00000165030;ENSG00000184937;
ENSG00000142208	AKT1	ENSG00000169083;ENSG00000169083;ENSG00000111087;ENSG00000109320;ENSG00000173039;ENSG00000168610;ENSG00000141510;
ENSG00000175595	ERCC4	ENSG00000170345;
ENSG00000134899	ERCC5	ENSG00000101412;ENSG00000100811;
ENSG00000157554	ERG	ENSG00000157554;ENSG00000134954;ENSG00000157557;ENSG00000151702;ENSG00000107485;ENSG00000104903;ENSG00000162367;
ENSG00000105221	AKT2	ENSG00000109320;ENSG00000117707;ENSG00000173039;ENSG00000122691;
ENSG00000178607	ERN1	ENSG00000100219;
ENSG00000091831	ESR1	ENSG00000143437;ENSG00000043039;ENSG00000091831;ENSG00000129514;ENSG00000107485;ENSG00000138795;ENSG00000169057;ENSG00000169057;ENSG00000182979;ENSG00000182979;ENSG00000141027;ENSG00000167034;ENSG00000278570;ENSG00000082175;ENSG00000131788;ENSG00000124813;ENSG00000185591;ENSG00000126561;ENSG00000173757;ENSG00000087510;ENSG00000141510;ENSG00000122691;ENSG00000100219;
ENSG00000167972	ABCA3	ENSG00000101115;ENSG00000101115;
ENSG00000140009	ESR2	ENSG00000168610;ENSG00000173757;
ENSG00000173153	ESRRA	ENSG00000091831;
ENSG00000196482	ESRRG	ENSG00000169297;
ENSG00000120705	ETF1	ENSG00000172845;
ENSG00000023330	ALAS1	ENSG00000141905;
ENSG00000134954	ETS1	ENSG00000175832;ENSG00000010030;ENSG00000177606;ENSG00000113580;ENSG00000131759;ENSG00000067066;ENSG00000137203;ENSG00000184937;
ENSG00000157557	ETS2	ENSG00000105722;ENSG00000010030;ENSG00000177606;
ENSG00000006468	ETV1	ENSG00000169083;
ENSG00000105672	ETV2	ENSG00000184895;
ENSG00000117036	ETV3	ENSG00000118260;
ENSG00000175832	ETV4	ENSG00000101412;
ENSG00000158578	ALAS2	ENSG00000102145;ENSG00000100644;
ENSG00000139083	ETV6	ENSG00000010030;ENSG00000168610;
ENSG00000085276	MECOM	ENSG00000126767;ENSG00000159216;
ENSG00000167880	EVPL	ENSG00000073282;
ENSG00000163631	ALB	ENSG00000245848;ENSG00000172216;ENSG00000135100;ENSG00000167074;
ENSG00000182197	EXT1	ENSG00000158773;
ENSG00000158161	EYA3	ENSG00000151702;
ENSG00000106462	EZH2	ENSG00000126767;ENSG00000175592;ENSG00000177606;ENSG00000141510;ENSG00000141510;
ENSG00000181104	F2R	ENSG00000185591;ENSG00000172845;ENSG00000168610;ENSG00000137203;ENSG00000122691;ENSG00000233608;
ENSG00000117525	F3	ENSG00000120738;ENSG00000177606;ENSG00000130522;ENSG00000109320;ENSG00000162924;ENSG00000173039;ENSG00000185591;
ENSG00000057593	F7	ENSG00000128272;ENSG00000185591;
ENSG00000185010	F8	ENSG00000172216;ENSG00000109320;ENSG00000173039;
ENSG00000101981	F9	ENSG00000245848;
ENSG00000126218	F10	ENSG00000185591;
ENSG00000165092	ALDH1A1	ENSG00000107807;
ENSG00000131187	F12	ENSG00000091831;
ENSG00000124491	F13A1	ENSG00000134954;ENSG00000102145;
ENSG00000117480	FAAH	ENSG00000168610;
ENSG00000170323	FABP4	ENSG00000150907;ENSG00000186951;ENSG00000132170;ENSG00000132170;
ENSG00000163586	FABP1	ENSG00000135100;
ENSG00000145384	FABP2	ENSG00000136574;ENSG00000101076;ENSG00000033800;
ENSG00000164687	FABP5	ENSG00000127528;
ENSG00000170231	FABP6	ENSG00000012504;ENSG00000185591;ENSG00000072310;ENSG00000198911;
ENSG00000164434	FABP7	ENSG00000141905;ENSG00000007372;ENSG00000184486;
ENSG00000187741	FANCA	ENSG00000101412;
ENSG00000151726	ACSL1	ENSG00000186951;
ENSG00000078098	FAP	ENSG00000120738;ENSG00000120738;
ENSG00000077942	FBLN1	ENSG00000185591;ENSG00000172845;
ENSG00000169710	FASN	ENSG00000102554;ENSG00000072310;
ENSG00000184254	ALDH1A3	ENSG00000169083;
ENSG00000166147	FBN1	ENSG00000185591;
ENSG00000165140	FBP1	ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000172845;ENSG00000158773;ENSG00000105698;
ENSG00000179639	FCER1A	ENSG00000120690;ENSG00000102145;ENSG00000102145;ENSG00000179348;ENSG00000066336;ENSG00000066336;ENSG00000158773;ENSG00000105698;ENSG00000100811;
ENSG00000149534	MS4A2	ENSG00000179348;
ENSG00000104921	FCER2	ENSG00000113916;ENSG00000120738;ENSG00000137265;ENSG00000196092;ENSG00000166888;
ENSG00000150337	FCGR1A	ENSG00000066336;ENSG00000115415;
ENSG00000072694	FCGR2B	ENSG00000136574;ENSG00000100811;
ENSG00000162747	FCGR3B	ENSG00000136574;ENSG00000100811;
ENSG00000104870	FCGRT	ENSG00000115415;
ENSG00000079459	FDFT1	ENSG00000072310;ENSG00000198911;
ENSG00000160752	FDPS	ENSG00000066136;ENSG00000072310;ENSG00000198911;ENSG00000100811;
ENSG00000161513	FDXR	ENSG00000141510;ENSG00000073282;ENSG00000078900;
ENSG00000182511	FES	ENSG00000185591;ENSG00000066336;
ENSG00000171560	FGA	ENSG00000135457;
ENSG00000171564	FGB	ENSG00000111206;
ENSG00000113578	FGF1	ENSG00000132170;ENSG00000132005;ENSG00000087903;ENSG00000080298;ENSG00000168610;
ENSG00000138685	FGF2	ENSG00000120738;ENSG00000157554;ENSG00000100644;ENSG00000260027;ENSG00000115415;ENSG00000115415;ENSG00000168610;ENSG00000168610;ENSG00000141510;
ENSG00000075388	FGF4	ENSG00000111704;ENSG00000204531;ENSG00000181449;
ENSG00000140285	FGF7	ENSG00000177606;ENSG00000109320;ENSG00000173039;
ENSG00000107831	FGF8	ENSG00000109320;ENSG00000173039;
ENSG00000070193	FGF10	ENSG00000136574;ENSG00000016082;ENSG00000164532;
ENSG00000149925	ALDOA	ENSG00000100644;ENSG00000267680;
ENSG00000077782	FGFR1	ENSG00000101412;ENSG00000155090;ENSG00000185591;
ENSG00000068078	FGFR3	ENSG00000185960;ENSG00000185591;ENSG00000172845;ENSG00000105866;ENSG00000115415;
ENSG00000160867	FGFR4	ENSG00000185811;
ENSG00000171557	FGG	ENSG00000168610;
ENSG00000104760	FGL1	ENSG00000168610;
ENSG00000189283	FHIT	ENSG00000101412;
ENSG00000022267	FHL1	ENSG00000128714;ENSG00000107807;
ENSG00000115641	FHL2	ENSG00000196092;ENSG00000159216;ENSG00000112658;ENSG00000198081;
ENSG00000169136	ATF5	ENSG00000175197;ENSG00000164330;
ENSG00000139289	PHLDA1	ENSG00000151702;
ENSG00000143033	MTF2	ENSG00000111704;
ENSG00000164715	LMTK2	ENSG00000120738;
ENSG00000004478	FKBP4	ENSG00000169083;ENSG00000185122;
ENSG00000178764	ZHX2	ENSG00000163132;ENSG00000100219;
ENSG00000136872	ALDOB	ENSG00000105516;
ENSG00000105483	CARD8	ENSG00000109320;ENSG00000173039;
ENSG00000138722	MMRN1	ENSG00000185591;
ENSG00000068903	SIRT2	ENSG00000128272;ENSG00000175197;
ENSG00000103241	FOXF1	ENSG00000074047;ENSG00000074047;
ENSG00000107984	DKK1	ENSG00000139352;ENSG00000141448;ENSG00000178860;ENSG00000163132;ENSG00000136997;ENSG00000136997;ENSG00000111704;ENSG00000204531;ENSG00000181449;ENSG00000141510;ENSG00000122691;ENSG00000233608;
ENSG00000054598	FOXC1	ENSG00000107485;
ENSG00000251493	FOXD1	ENSG00000134954;
ENSG00000173120	KDM2A	ENSG00000109320;ENSG00000173039;
ENSG00000176678	FOXL1	ENSG00000074047;
ENSG00000176692	FOXC2	ENSG00000107485;ENSG00000074047;
ENSG00000020577	SAMD4A	ENSG00000112658;
ENSG00000178919	FOXE1	ENSG00000074047;
ENSG00000111206	FOXM1	ENSG00000101412;ENSG00000151702;ENSG00000118689;ENSG00000136997;ENSG00000185591;ENSG00000141510;
ENSG00000157064	NMNAT2	ENSG00000118260;
ENSG00000023318	ERP44	ENSG00000132170;ENSG00000132170;
ENSG00000160208	RRP1B	ENSG00000101412;
ENSG00000150907	FOXO1	ENSG00000054598;ENSG00000102554;ENSG00000157514;
ENSG00000242265	PEG10	ENSG00000101412;ENSG00000205250;
ENSG00000118689	FOXO3	ENSG00000109320;ENSG00000173039;ENSG00000141510;ENSG00000157514;
ENSG00000085662	AKR1B1	ENSG00000120738;
ENSG00000143631	FLG	ENSG00000171476;
ENSG00000151702	FLI1	ENSG00000120690;ENSG00000134954;ENSG00000157557;ENSG00000151702;ENSG00000102145;ENSG00000066336;
ENSG00000082397	EPB41L3	ENSG00000157554;
ENSG00000120215	MLANA	ENSG00000187098;
ENSG00000079432	CIC	ENSG00000185591;ENSG00000072310;
ENSG00000134324	LPIN1	ENSG00000001167;ENSG00000120837;ENSG00000066136;ENSG00000072310;
ENSG00000102755	FLT1	ENSG00000123268;ENSG00000118260;ENSG00000101412;ENSG00000120738;ENSG00000116016;ENSG00000091831;ENSG00000134954;ENSG00000141510;ENSG00000141510;
ENSG00000122025	FLT3	ENSG00000168610;
ENSG00000037280	FLT4	ENSG00000109320;ENSG00000173039;
ENSG00000007933	FMO3	ENSG00000204304;ENSG00000158773;ENSG00000100811;
ENSG00000076258	FMO4	ENSG00000170345;
ENSG00000102081	FMR1	ENSG00000136997;ENSG00000106459;ENSG00000106459;ENSG00000185591;ENSG00000185591;ENSG00000158773;ENSG00000158773;ENSG00000105698;ENSG00000105698;
ENSG00000115414	FN1	ENSG00000169083;ENSG00000115966;ENSG00000245848;ENSG00000120738;ENSG00000120738;ENSG00000102349;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000124216;ENSG00000164736;ENSG00000122691;ENSG00000233608;
ENSG00000088808	PPP1R13B	ENSG00000101412;
ENSG00000105662	CRTC1	ENSG00000118260;
ENSG00000100697	DICER1	ENSG00000102145;ENSG00000124766;
ENSG00000096717	SIRT1	ENSG00000128272;ENSG00000128272;ENSG00000175197;ENSG00000183770;ENSG00000118689;ENSG00000263001;ENSG00000177374;ENSG00000177374;ENSG00000173039;ENSG00000185591;
ENSG00000103150	MLYCD	ENSG00000186951;
ENSG00000142856	ITGB3BP	ENSG00000182979;
ENSG00000086205	FOLH1	ENSG00000169083;
ENSG00000164683	HEY1	ENSG00000260596;ENSG00000177606;ENSG00000163132;ENSG00000185551;
ENSG00000094916	CBX5	ENSG00000100811;
ENSG00000110195	FOLR1	ENSG00000185591;
ENSG00000135547	HEY2	ENSG00000185551;
ENSG00000099991	CABIN1	ENSG00000151623;
ENSG00000170345	FOS	ENSG00000106546;ENSG00000143437;ENSG00000118260;ENSG00000095794;ENSG00000276644;ENSG00000126767;ENSG00000158711;ENSG00000158711;ENSG00000091831;ENSG00000140009;ENSG00000170345;ENSG00000171476;ENSG00000025156;ENSG00000187098;ENSG00000120837;ENSG00000066136;ENSG00000167034;ENSG00000185591;ENSG00000112658;ENSG00000112658;ENSG00000168610;ENSG00000166888;ENSG00000166888;ENSG00000122691;ENSG00000233608;ENSG00000178951;
ENSG00000185686	PRAME	ENSG00000125398;
ENSG00000125740	FOSB	ENSG00000166888;
ENSG00000185344	ATP6V0A2	ENSG00000187079;
ENSG00000156345	CDK20	ENSG00000169083;ENSG00000169083;
ENSG00000239779	WBP1	ENSG00000118217;
ENSG00000136877	FPGS	ENSG00000185591;
ENSG00000123415	SMUG1	ENSG00000141905;
ENSG00000107201	DDX58	ENSG00000125347;
ENSG00000242110	AMACR	ENSG00000185591;ENSG00000166261;
ENSG00000110880	CORO1C	ENSG00000144852;
ENSG00000035664	DAPK2	ENSG00000101412;ENSG00000067082;ENSG00000066336;
ENSG00000198087	CD2AP	ENSG00000101412;ENSG00000136944;ENSG00000185591;ENSG00000172845;
ENSG00000186318	BACE1	ENSG00000102145;ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000185591;ENSG00000137203;
ENSG00000154589	LY96	ENSG00000146592;ENSG00000115415;
ENSG00000099968	BCL2L13	ENSG00000152977;
ENSG00000171094	ALK	ENSG00000109132;
ENSG00000108839	ALOX12	ENSG00000177606;ENSG00000159216;ENSG00000185591;ENSG00000185591;ENSG00000172845;ENSG00000166888;
ENSG00000165060	FXN	ENSG00000112658;
ENSG00000012779	ALOX5	ENSG00000120738;ENSG00000120738;ENSG00000120738;ENSG00000141644;ENSG00000134046;ENSG00000169057;ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000185591;ENSG00000141510;
ENSG00000132965	ALOX5AP	ENSG00000100644;ENSG00000109320;ENSG00000173039;
ENSG00000161905	ALOX15	ENSG00000182979;ENSG00000066336;ENSG00000166888;ENSG00000166888;
ENSG00000197272	IL27	ENSG00000125347;ENSG00000213928;ENSG00000115415;
ENSG00000179593	ALOX15B	ENSG00000185591;
ENSG00000163295	ALPI	ENSG00000136826;
ENSG00000131808	FSHB	ENSG00000150907;ENSG00000107187;ENSG00000107187;ENSG00000069011;ENSG00000164093;
ENSG00000162551	ALPL	ENSG00000172845;
ENSG00000170820	FSHR	ENSG00000101412;ENSG00000133740;ENSG00000149480;ENSG00000136931;
ENSG00000116833	NR5A2	ENSG00000118260;ENSG00000091831;ENSG00000125798;ENSG00000116833;ENSG00000117707;
ENSG00000167996	FTH1	ENSG00000123268;ENSG00000123268;
ENSG00000136931	NR5A1	ENSG00000169297;ENSG00000125398;ENSG00000125398;ENSG00000185591;ENSG00000105698;ENSG00000184937;
ENSG00000184502	GAST	ENSG00000130522;ENSG00000185591;ENSG00000185591;ENSG00000115415;ENSG00000115415;ENSG00000168610;ENSG00000168610;ENSG00000137203;ENSG00000163848;
ENSG00000089280	FUS	ENSG00000122034;ENSG00000141510;
ENSG00000176920	FUT2	ENSG00000165556;
ENSG00000171124	FUT3	ENSG00000136997;
ENSG00000196371	FUT4	ENSG00000126767;ENSG00000185122;ENSG00000185591;
ENSG00000180549	FUT7	ENSG00000107485;ENSG00000073861;
ENSG00000213088	ACKR1	ENSG00000105516;
ENSG00000131482	G6PC	ENSG00000131910;
ENSG00000160211	G6PD	ENSG00000095794;
ENSG00000154727	GABPA	ENSG00000123268;ENSG00000118260;
ENSG00000169174	PCSK9	ENSG00000101076;ENSG00000072310;ENSG00000198911;
ENSG00000166206	GABRB3	ENSG00000084093;
ENSG00000128683	GAD1	ENSG00000143437;ENSG00000169057;ENSG00000100219;
ENSG00000174500	GCSAM	ENSG00000057657;
ENSG00000152689	RASGRP3	ENSG00000146592;
ENSG00000095739	BAMBI	ENSG00000137273;ENSG00000166949;ENSG00000141646;
ENSG00000126432	PRDX5	ENSG00000106459;
ENSG00000182240	BACE2	ENSG00000185591;
ENSG00000100348	TXN2	ENSG00000020633;
ENSG00000249992	TMEM158	ENSG00000134954;
ENSG00000115339	GALNT3	ENSG00000106459;ENSG00000137203;
ENSG00000213930	GALT	ENSG00000118689;
ENSG00000066279	ASPM	ENSG00000129654;
ENSG00000169375	SIN3A	ENSG00000141568;
ENSG00000111640	GAPDH	ENSG00000245848;ENSG00000221869;ENSG00000100644;
ENSG00000138604	GLCE	ENSG00000148737;
ENSG00000174469	CNTNAP2	ENSG00000128573;ENSG00000128573;ENSG00000196628;
ENSG00000197959	DNM3	ENSG00000122691;
ENSG00000142864	SERBP1	ENSG00000164736;ENSG00000158773;
ENSG00000148935	GAS2	ENSG00000139083;ENSG00000140968;
ENSG00000092621	PHGDH	ENSG00000253293;ENSG00000185591;
ENSG00000102145	GATA1	ENSG00000119866;ENSG00000119866;ENSG00000067955;ENSG00000092067;ENSG00000151702;ENSG00000102145;ENSG00000102145;ENSG00000179348;ENSG00000179348;ENSG00000136997;ENSG00000143190;ENSG00000066336;ENSG00000066336;
ENSG00000179348	GATA2	ENSG00000111704;
ENSG00000107485	GATA3	ENSG00000107485;ENSG00000118513;ENSG00000109320;ENSG00000173039;ENSG00000182568;ENSG00000185591;ENSG00000073861;ENSG00000148737;
ENSG00000136574	GATA4	ENSG00000164107;ENSG00000164683;ENSG00000135547;ENSG00000136997;ENSG00000111704;ENSG00000183072;
ENSG00000164707	SLC13A4	ENSG00000118263;ENSG00000185591;ENSG00000043355;
ENSG00000141448	GATA6	ENSG00000164683;ENSG00000135547;ENSG00000111704;ENSG00000204531;
ENSG00000092330	TINF2	ENSG00000185591;
