Target ID	Target name	TF list
ENSG00000177628	GBA	ENSG00000175832;
ENSG00000105550	FGF21	ENSG00000128272;
ENSG00000214114	MYCBP	ENSG00000138795;
ENSG00000117228	GBP1	ENSG00000100811;
ENSG00000114023	FAM162A	ENSG00000100644;
ENSG00000145321	GC	ENSG00000141510;
ENSG00000115263	GCG	ENSG00000129514;ENSG00000125798;ENSG00000016082;ENSG00000106331;ENSG00000007372;ENSG00000196767;
ENSG00000106633	GCK	ENSG00000100644;ENSG00000101076;ENSG00000139515;ENSG00000158773;
ENSG00000106852	LHX6	ENSG00000164093;
ENSG00000176046	NUPR1	ENSG00000128272;
ENSG00000092847	AGO1	ENSG00000124766;
ENSG00000168621	GDNF	ENSG00000120738;ENSG00000109320;
ENSG00000131095	GFAP	ENSG00000141905;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000168610;ENSG00000168610;
ENSG00000127554	GFER	ENSG00000172216;ENSG00000172216;ENSG00000125798;ENSG00000101076;ENSG00000185591;
ENSG00000162676	GFI1	ENSG00000109906;
ENSG00000104899	AMH	ENSG00000091831;ENSG00000136574;ENSG00000136574;ENSG00000109320;ENSG00000169297;ENSG00000136931;ENSG00000136931;ENSG00000173039;ENSG00000125398;ENSG00000125398;ENSG00000111424;ENSG00000184937;
ENSG00000086062	B4GALT1	ENSG00000185591;
ENSG00000259384	GH1	ENSG00000101076;ENSG00000064835;ENSG00000064835;
ENSG00000136487	GH2	ENSG00000103241;ENSG00000064835;ENSG00000185591;
ENSG00000112964	GHR	ENSG00000064835;
ENSG00000010310	GIPR	ENSG00000185591;ENSG00000172845;
ENSG00000152661	GJA1	ENSG00000177606;ENSG00000185591;
ENSG00000055163	CYFIP2	ENSG00000187140;ENSG00000141510;
ENSG00000143258	USP21	ENSG00000049768;
ENSG00000265107	GJA5	ENSG00000089225;
ENSG00000017260	ATP2C1	ENSG00000185591;ENSG00000100811;
ENSG00000007952	NOX1	ENSG00000115415;ENSG00000168610;ENSG00000138378;
ENSG00000141456	PELP1	ENSG00000276644;ENSG00000091831;ENSG00000140009;
ENSG00000197157	SND1	ENSG00000077150;
ENSG00000169562	GJB1	ENSG00000122877;ENSG00000100146;ENSG00000100146;ENSG00000100146;
ENSG00000148677	ANKRD1	ENSG00000175197;ENSG00000141510;
ENSG00000114861	FOXP1	ENSG00000091831;
ENSG00000198814	GK	ENSG00000132170;
ENSG00000086232	EIF2AK1	ENSG00000126767;
ENSG00000105327	BBC3	ENSG00000102974;ENSG00000101412;ENSG00000139083;ENSG00000118689;ENSG00000071564;ENSG00000141510;ENSG00000141510;ENSG00000078900;
ENSG00000104371	DKK4	ENSG00000111424;
ENSG00000050165	DKK3	ENSG00000134323;
ENSG00000185133	INPP5J	ENSG00000185591;
ENSG00000143570	SLC39A1	ENSG00000118260;ENSG00000185591;
ENSG00000162946	DISC1	ENSG00000128272;ENSG00000169136;
ENSG00000124391	IL17C	ENSG00000109320;ENSG00000173039;
ENSG00000124713	GNMT	ENSG00000169083;
ENSG00000146072	TNFRSF21	ENSG00000111424;
ENSG00000080546	SESN1	ENSG00000169083;
ENSG00000150593	PDCD4	ENSG00000118513;
ENSG00000102359	SRPX2	ENSG00000128573;
ENSG00000001084	GCLC	ENSG00000175592;ENSG00000177606;ENSG00000130522;ENSG00000178573;ENSG00000188786;ENSG00000123405;ENSG00000116044;ENSG00000116044;ENSG00000109320;ENSG00000173039;ENSG00000185591;
ENSG00000122711	SPINK4	ENSG00000124664;
ENSG00000163106	HPGDS	ENSG00000143190;
ENSG00000180828	BHLHE22	ENSG00000253293;
ENSG00000078589	P2RY10	ENSG00000066336;
ENSG00000108106	UBE2S	ENSG00000120738;ENSG00000112658;
ENSG00000198648	STK39	ENSG00000109320;ENSG00000173039;
ENSG00000100294	MCAT	ENSG00000188786;
ENSG00000111087	GLI1	ENSG00000175387;ENSG00000141646;
ENSG00000074047	GLI2	ENSG00000166949;ENSG00000141510;
ENSG00000145888	GLRA1	ENSG00000084093;
ENSG00000115317	HTRA2	ENSG00000091831;
ENSG00000038274	MAT2B	ENSG00000185591;
ENSG00000115419	GLS	ENSG00000115415;
ENSG00000196743	GM2A	ENSG00000185591;
ENSG00000104499	GML	ENSG00000141510;
ENSG00000087460	GNAS	ENSG00000102145;ENSG00000100811;
ENSG00000147437	GNRH1	ENSG00000069011;ENSG00000164093;ENSG00000143190;ENSG00000185668;ENSG00000184486;
ENSG00000125787	GNRH2	ENSG00000131759;ENSG00000173039;ENSG00000186350;
ENSG00000175793	SFN	ENSG00000141510;
ENSG00000185245	GP1BA	ENSG00000159216;
ENSG00000203618	GP1BB	ENSG00000102145;ENSG00000102145;
ENSG00000169704	GP9	ENSG00000151702;ENSG00000102145;ENSG00000102145;
ENSG00000111700	SLCO1B3	ENSG00000125798;ENSG00000135100;ENSG00000012504;
ENSG00000183709	IFNL2	ENSG00000185507;
ENSG00000197110	IFNL3	ENSG00000185507;
ENSG00000182393	IFNL1	ENSG00000126456;ENSG00000185507;
ENSG00000214274	ANG	ENSG00000102974;ENSG00000112033;
ENSG00000186810	CXCR3	ENSG00000073861;
ENSG00000101680	LAMA1	ENSG00000136826;ENSG00000067082;ENSG00000185591;ENSG00000172845;
ENSG00000091879	ANGPT2	ENSG00000134954;ENSG00000157557;ENSG00000176692;ENSG00000150907;ENSG00000179348;ENSG00000104903;ENSG00000162367;
ENSG00000183840	GPR39	ENSG00000135100;ENSG00000101076;ENSG00000185591;
ENSG00000099875	MKNK2	ENSG00000140009;
ENSG00000233276	GPX1	ENSG00000087510;
ENSG00000167468	GPX4	ENSG00000095794;ENSG00000137203;
ENSG00000071575	TRIB2	ENSG00000069011;
ENSG00000232119	MCTS1	ENSG00000185591;
ENSG00000133315	MACROD1	ENSG00000131759;ENSG00000185591;ENSG00000066336;
ENSG00000064393	HIPK2	ENSG00000141510;
ENSG00000166825	ANPEP	ENSG00000134954;ENSG00000157557;ENSG00000118513;
ENSG00000176884	GRIN1	ENSG00000109320;ENSG00000173039;ENSG00000084093;ENSG00000084093;ENSG00000185591;
ENSG00000156802	ATAD2	ENSG00000169083;ENSG00000101412;
ENSG00000181555	SETD2	ENSG00000100644;ENSG00000100644;
ENSG00000113580	NR3C1	ENSG00000134852;ENSG00000100644;ENSG00000118513;ENSG00000113580;ENSG00000137203;ENSG00000100811;
ENSG00000113360	DROSHA	ENSG00000101412;
ENSG00000104112	SCG3	ENSG00000084093;
ENSG00000166164	BRD7	ENSG00000169016;ENSG00000125952;ENSG00000136997;ENSG00000185591;ENSG00000185591;
ENSG00000283706	PRSS50	ENSG00000172216;ENSG00000185591;
ENSG00000161800	RACGAP1	ENSG00000257923;ENSG00000101412;
ENSG00000276043	UHRF1	ENSG00000101412;ENSG00000101412;ENSG00000141510;
ENSG00000163739	CXCL1	ENSG00000221869;ENSG00000107485;ENSG00000137309;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000185591;
ENSG00000081041	CXCL2	ENSG00000109320;ENSG00000173039;ENSG00000170365;
ENSG00000126010	GRPR	ENSG00000118260;ENSG00000134954;
ENSG00000063515	GSC2	ENSG00000133937;
ENSG00000105723	GSK3A	ENSG00000118260;ENSG00000109320;ENSG00000173039;
ENSG00000082701	GSK3B	ENSG00000165556;ENSG00000118260;ENSG00000109320;ENSG00000135457;
ENSG00000103342	GSPT1	ENSG00000165556;ENSG00000185591;
ENSG00000100983	GSS	ENSG00000123405;ENSG00000116044;
ENSG00000243955	GSTA1	ENSG00000116044;ENSG00000116044;
ENSG00000134184	GSTM1	ENSG00000118513;
ENSG00000084207	GSTP1	ENSG00000165556;ENSG00000170345;ENSG00000177606;ENSG00000134046;ENSG00000134046;ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000141510;
ENSG00000116062	MSH6	ENSG00000172845;
ENSG00000137947	GTF2B	ENSG00000173039;
ENSG00000125651	GTF2F1	ENSG00000169083;
ENSG00000077235	GTF3C1	ENSG00000141905;
ENSG00000115207	GTF3C2	ENSG00000141905;
ENSG00000044012	GUCA2B	ENSG00000185122;
ENSG00000070019	GUCY2C	ENSG00000165556;
ENSG00000134317	GRHL1	ENSG00000134323;
ENSG00000015520	NPC1L1	ENSG00000101076;ENSG00000198911;ENSG00000198911;
ENSG00000169919	GUSB	ENSG00000137203;
ENSG00000250361	GYPB	ENSG00000102145;
ENSG00000142623	PADI1	ENSG00000099326;ENSG00000185591;ENSG00000172845;
ENSG00000053900	ANAPC4	ENSG00000065978;
ENSG00000143418	CERS2	ENSG00000067082;ENSG00000185591;
ENSG00000141873	SLC39A3	ENSG00000124782;
ENSG00000073861	TBX21	ENSG00000109320;ENSG00000173039;ENSG00000185591;ENSG00000115415;ENSG00000138378;ENSG00000158773;
ENSG00000100453	GZMB	ENSG00000115816;
ENSG00000188486	H2AFX	ENSG00000111087;ENSG00000074047;
ENSG00000170961	HAS2	ENSG00000185591;ENSG00000100811;
ENSG00000206172	HBA1	ENSG00000102145;ENSG00000136826;
ENSG00000188536	HBA2	ENSG00000102145;ENSG00000136826;
ENSG00000244734	HBB	ENSG00000172216;ENSG00000153879;ENSG00000102145;ENSG00000105610;ENSG00000116044;ENSG00000001167;ENSG00000120837;ENSG00000066136;ENSG00000028277;
ENSG00000213931	HBE1	ENSG00000102145;ENSG00000109787;ENSG00000123405;ENSG00000182568;ENSG00000100811;
ENSG00000213934	HBG1	ENSG00000102145;ENSG00000109787;ENSG00000143190;
ENSG00000130656	HBZ	ENSG00000185591;
ENSG00000172534	HCFC1	ENSG00000205250;ENSG00000100811;
ENSG00000101336	HCK	ENSG00000131759;ENSG00000066336;
ENSG00000197386	HTT	ENSG00000185591;ENSG00000137203;
ENSG00000116478	HDAC1	ENSG00000151702;ENSG00000182979;ENSG00000109320;ENSG00000173039;ENSG00000132005;ENSG00000182568;ENSG00000100811;
ENSG00000196591	HDAC2	ENSG00000136997;ENSG00000134323;ENSG00000143390;ENSG00000100811;
ENSG00000140287	HDC	ENSG00000136826;
ENSG00000242950	ERVW-1	ENSG00000179348;ENSG00000107485;ENSG00000137270;ENSG00000185591;
ENSG00000019991	HGF	ENSG00000141905;ENSG00000185591;ENSG00000172845;ENSG00000168610;ENSG00000168610;ENSG00000137203;
ENSG00000274211	SOCS7	ENSG00000132170;
ENSG00000177374	HIC1	ENSG00000101412;
ENSG00000100644	HIF1A	ENSG00000143437;ENSG00000120738;ENSG00000184481;ENSG00000100644;ENSG00000124440;ENSG00000025156;ENSG00000102878;ENSG00000102554;ENSG00000187098;ENSG00000109320;ENSG00000077150;ENSG00000173039;ENSG00000168610;ENSG00000168610;ENSG00000105698;ENSG00000100811;
ENSG00000127946	HIP1	ENSG00000137203;
ENSG00000159399	HK2	ENSG00000072310;
ENSG00000278540	ACACA	ENSG00000118260;
ENSG00000160883	HK3	ENSG00000245848;
ENSG00000206503	HLA-A	ENSG00000010818;ENSG00000125347;ENSG00000136997;ENSG00000134323;ENSG00000173039;
ENSG00000234745	HLA-B	ENSG00000010818;ENSG00000136997;ENSG00000134323;
ENSG00000204525	HLA-C	ENSG00000010818;ENSG00000136997;ENSG00000134323;
ENSG00000204257	HLA-DMA	ENSG00000143390;ENSG00000064490;
ENSG00000242574	HLA-DMB	ENSG00000132005;ENSG00000143390;ENSG00000064490;
ENSG00000204252	HLA-DOA	ENSG00000143390;ENSG00000064490;
ENSG00000241106	HLA-DOB	ENSG00000118260;ENSG00000028277;ENSG00000132005;ENSG00000143390;ENSG00000064490;
ENSG00000231389	HLA-DPA1	ENSG00000143390;ENSG00000064490;
ENSG00000223865	HLA-DPB1	ENSG00000132005;ENSG00000143390;ENSG00000064490;
ENSG00000196735	HLA-DQA1	ENSG00000143390;ENSG00000064490;
ENSG00000237541	HLA-DQA2	ENSG00000143390;ENSG00000064490;
ENSG00000179344	HLA-DQB1	ENSG00000118260;ENSG00000143390;ENSG00000064490;
ENSG00000232629	HLA-DQB2	ENSG00000143390;ENSG00000064490;
ENSG00000204287	HLA-DRA	ENSG00000028277;ENSG00000132005;ENSG00000143390;ENSG00000064490;ENSG00000100811;
ENSG00000196126	HLA-DRB1	ENSG00000143390;ENSG00000064490;ENSG00000111424;
ENSG00000198502	HLA-DRB5	ENSG00000143390;ENSG00000064490;
ENSG00000204592	HLA-E	ENSG00000010818;ENSG00000136997;ENSG00000134323;ENSG00000115415;
ENSG00000204642	HLA-F	ENSG00000010818;ENSG00000136997;ENSG00000134323;ENSG00000109320;ENSG00000173039;
ENSG00000204632	HLA-G	ENSG00000106571;ENSG00000010818;ENSG00000185122;ENSG00000125347;ENSG00000136997;ENSG00000134323;ENSG00000185591;
ENSG00000136630	HLX	ENSG00000204531;
ENSG00000189403	HMGB1	ENSG00000141905;
ENSG00000113161	HMGCR	ENSG00000198911;ENSG00000198911;
ENSG00000137309	HMGA1	ENSG00000101412;ENSG00000134323;ENSG00000185591;ENSG00000185591;
ENSG00000072571	HMMR	ENSG00000169083;
ENSG00000100292	HMOX1	ENSG00000169083;ENSG00000156273;ENSG00000156273;ENSG00000118260;ENSG00000157554;ENSG00000134954;ENSG00000151702;ENSG00000116044;ENSG00000116044;ENSG00000116044;ENSG00000109320;ENSG00000186951;ENSG00000132170;ENSG00000173039;ENSG00000101665;ENSG00000072310;ENSG00000115415;ENSG00000168610;ENSG00000137203;ENSG00000158773;ENSG00000105698;
ENSG00000123358	NR4A1	ENSG00000100644;ENSG00000081189;ENSG00000185591;
ENSG00000129514	FOXA1	ENSG00000169083;ENSG00000118260;ENSG00000170345;ENSG00000137203;
ENSG00000120868	APAF1	ENSG00000101412;ENSG00000101412;ENSG00000169016;ENSG00000185591;ENSG00000141510;
ENSG00000125798	FOXA2	ENSG00000074047;ENSG00000166949;ENSG00000158773;
ENSG00000101076	HNF4A	ENSG00000152804;ENSG00000131759;ENSG00000186350;ENSG00000164736;ENSG00000185591;ENSG00000198911;ENSG00000141510;
ENSG00000135486	HNRNPA1	ENSG00000136997;
ENSG00000122566	HNRNPA2B1	ENSG00000136997;
ENSG00000107807	TLX1	ENSG00000136997;
ENSG00000115297	TLX2	ENSG00000165462;ENSG00000109132;ENSG00000109132;
ENSG00000076555	ACACB	ENSG00000111046;ENSG00000129152;ENSG00000122180;ENSG00000072310;
ENSG00000197576	HOXA4	ENSG00000137203;
ENSG00000078399	HOXA9	ENSG00000109320;ENSG00000101115;
ENSG00000253293	HOXA10	ENSG00000125812;ENSG00000005073;ENSG00000111424;ENSG00000184937;
ENSG00000120094	HOXB1	ENSG00000185630;
ENSG00000182742	HOXB4	ENSG00000187098;ENSG00000001167;ENSG00000158773;ENSG00000158773;ENSG00000105698;ENSG00000105698;
ENSG00000260027	HOXB7	ENSG00000001167;ENSG00000120837;ENSG00000066136;ENSG00000185591;ENSG00000172845;ENSG00000158773;ENSG00000100811;
ENSG00000120068	HOXB8	ENSG00000180818;ENSG00000180806;
ENSG00000197757	HOXC6	ENSG00000055609;
ENSG00000128709	HOXD9	ENSG00000128709;
ENSG00000134982	APC	ENSG00000165556;ENSG00000165556;ENSG00000115816;ENSG00000158773;ENSG00000105698;ENSG00000100811;
ENSG00000257017	HP	ENSG00000172216;ENSG00000144852;ENSG00000141646;ENSG00000168610;
ENSG00000164120	HPGD	ENSG00000118260;ENSG00000157554;ENSG00000134954;ENSG00000165030;ENSG00000019549;
ENSG00000132703	APCS	ENSG00000141510;
ENSG00000261701	HPR	ENSG00000185591;
ENSG00000174775	HRAS	ENSG00000103495;ENSG00000185591;ENSG00000185591;ENSG00000141510;
ENSG00000196639	HRH1	ENSG00000118513;ENSG00000113580;ENSG00000126561;
ENSG00000126457	PRMT1	ENSG00000033800;
ENSG00000100823	APEX1	ENSG00000100644;ENSG00000185591;ENSG00000185591;ENSG00000158773;
ENSG00000114315	HES1	ENSG00000109320;ENSG00000177551;ENSG00000069011;ENSG00000173039;ENSG00000020633;ENSG00000125398;
ENSG00000203857	HSD3B1	ENSG00000136931;ENSG00000185591;
ENSG00000203859	HSD3B2	ENSG00000012504;ENSG00000123358;ENSG00000123358;ENSG00000136931;ENSG00000116833;ENSG00000116833;ENSG00000166888;ENSG00000100811;
ENSG00000110330	BIRC2	ENSG00000109320;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000173039;
ENSG00000176387	HSD11B2	ENSG00000120738;ENSG00000141905;ENSG00000109320;ENSG00000109320;ENSG00000113580;ENSG00000112033;ENSG00000173039;ENSG00000185591;
ENSG00000108786	HSD17B1	ENSG00000107485;ENSG00000185591;ENSG00000137203;ENSG00000137203;
ENSG00000086696	HSD17B2	ENSG00000131759;ENSG00000131759;ENSG00000186350;ENSG00000186350;ENSG00000185591;ENSG00000185591;ENSG00000167182;ENSG00000172845;
ENSG00000185122	HSF1	ENSG00000172216;ENSG00000141510;
ENSG00000115361	ACADL	ENSG00000186951;
ENSG00000023445	BIRC3	ENSG00000109320;ENSG00000109320;ENSG00000109320;ENSG00000162924;ENSG00000173039;ENSG00000173039;ENSG00000173039;
ENSG00000204389	HSPA1A	ENSG00000129514;ENSG00000185122;ENSG00000100219;
ENSG00000204388	HSPA1B	ENSG00000185122;
ENSG00000170606	HSPA4	ENSG00000245848;ENSG00000185122;ENSG00000185122;ENSG00000025156;ENSG00000025156;ENSG00000136997;ENSG00000168610;
ENSG00000044574	HSPA5	ENSG00000128272;ENSG00000118217;ENSG00000101412;ENSG00000263001;ENSG00000001167;ENSG00000100219;ENSG00000100219;ENSG00000100811;
ENSG00000101966	XIAP	ENSG00000169083;ENSG00000109320;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000173039;ENSG00000185591;
ENSG00000109971	HSPA8	ENSG00000136826;
ENSG00000106211	HSPB1	ENSG00000091831;ENSG00000168610;
ENSG00000089685	BIRC5	ENSG00000101412;ENSG00000101412;ENSG00000101412;ENSG00000205250;ENSG00000118689;ENSG00000136826;ENSG00000102554;ENSG00000138795;ENSG00000134323;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000185591;ENSG00000172845;ENSG00000105866;ENSG00000168610;ENSG00000168610;ENSG00000196628;ENSG00000148737;ENSG00000141510;ENSG00000141510;ENSG00000078900;
ENSG00000080824	HSP90AA1	ENSG00000152192;ENSG00000151615;ENSG00000115415;
ENSG00000096384	HSP90AB1	ENSG00000141510;
ENSG00000144381	HSPD1	ENSG00000020633;
ENSG00000185669	SNAI3	ENSG00000124813;
ENSG00000118137	APOA1	ENSG00000125798;ENSG00000141448;ENSG00000101076;ENSG00000185591;
ENSG00000178394	HTR1A	ENSG00000177030;ENSG00000114315;ENSG00000144485;ENSG00000103495;ENSG00000185591;
ENSG00000158874	APOA2	ENSG00000101076;ENSG00000175745;ENSG00000160113;ENSG00000158773;ENSG00000105698;
ENSG00000110244	APOA4	ENSG00000186951;
ENSG00000041982	TNC	ENSG00000134954;ENSG00000134954;ENSG00000157557;ENSG00000177606;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000166949;ENSG00000141646;ENSG00000185591;ENSG00000185591;
ENSG00000114378	HYAL1	ENSG00000120738;ENSG00000109320;ENSG00000173039;ENSG00000185591;
ENSG00000121351	IAPP	ENSG00000136574;
ENSG00000084674	APOB	ENSG00000129514;ENSG00000101076;ENSG00000175745;ENSG00000160113;ENSG00000186951;ENSG00000186951;ENSG00000132170;
ENSG00000029559	IBSP	ENSG00000118260;ENSG00000105880;ENSG00000105880;ENSG00000075426;ENSG00000177606;ENSG00000120149;ENSG00000124813;ENSG00000124813;ENSG00000124813;ENSG00000170365;
ENSG00000090339	ICAM1	ENSG00000245848;ENSG00000157554;ENSG00000157557;ENSG00000244405;ENSG00000118513;ENSG00000131196;ENSG00000109320;ENSG00000109320;ENSG00000132170;ENSG00000131759;ENSG00000172819;ENSG00000162924;ENSG00000173039;ENSG00000173039;ENSG00000185591;ENSG00000115415;ENSG00000168610;ENSG00000122691;ENSG00000233608;
ENSG00000108622	ICAM2	ENSG00000157554;
ENSG00000076662	ICAM3	ENSG00000020633;
ENSG00000119614	VSX2	ENSG00000122859;
ENSG00000182566	CLEC4G	ENSG00000118513;ENSG00000020633;ENSG00000066336;
ENSG00000140968	IRF8	ENSG00000141644;ENSG00000115415;ENSG00000184937;
ENSG00000125968	ID1	ENSG00000162772;ENSG00000169136;ENSG00000245848;ENSG00000143190;ENSG00000141510;ENSG00000109685;ENSG00000161298;
ENSG00000115738	ID2	ENSG00000151702;ENSG00000253293;ENSG00000078399;ENSG00000136997;ENSG00000134323;ENSG00000028277;ENSG00000204531;ENSG00000141510;ENSG00000073282;ENSG00000109906;
ENSG00000172201	ID4	ENSG00000185591;ENSG00000172845;ENSG00000158773;
ENSG00000147655	RSPO2	ENSG00000164379;
ENSG00000119912	IDE	ENSG00000106459;
ENSG00000205403	CFI	ENSG00000109320;ENSG00000173039;
ENSG00000163565	IFI16	ENSG00000169083;ENSG00000141510;ENSG00000141510;
ENSG00000119917	IFIT3	ENSG00000125347;ENSG00000213928;ENSG00000066336;ENSG00000115415;ENSG00000170581;
ENSG00000197919	IFNA1	ENSG00000125347;ENSG00000125347;ENSG00000126456;ENSG00000126456;ENSG00000128604;ENSG00000185507;ENSG00000136997;ENSG00000109320;ENSG00000109320;ENSG00000069011;ENSG00000173039;ENSG00000173039;ENSG00000115415;ENSG00000115415;ENSG00000170581;
ENSG00000188379	IFNA2	ENSG00000185507;
ENSG00000233816	IFNA13	ENSG00000125347;ENSG00000185507;
ENSG00000110245	APOC3	ENSG00000115966;ENSG00000101076;ENSG00000177606;ENSG00000131910;ENSG00000175745;ENSG00000160113;ENSG00000186951;ENSG00000186951;ENSG00000166949;ENSG00000141646;ENSG00000185591;
ENSG00000142166	IFNAR1	ENSG00000168610;
ENSG00000171855	IFNB1	ENSG00000115966;ENSG00000115966;ENSG00000125347;ENSG00000125347;ENSG00000168310;ENSG00000168310;ENSG00000126456;ENSG00000126456;ENSG00000185507;ENSG00000185507;ENSG00000185507;ENSG00000177606;ENSG00000109320;ENSG00000109320;ENSG00000173039;ENSG00000173039;ENSG00000115415;ENSG00000100811;
ENSG00000111537	IFNG	ENSG00000115966;ENSG00000162772;ENSG00000118260;ENSG00000118260;ENSG00000118260;ENSG00000120738;ENSG00000163508;ENSG00000102145;ENSG00000107485;ENSG00000125347;ENSG00000177606;ENSG00000177606;ENSG00000178860;ENSG00000134323;ENSG00000131196;ENSG00000101096;ENSG00000165030;ENSG00000109320;ENSG00000109320;ENSG00000117707;ENSG00000173039;ENSG00000173039;ENSG00000143390;ENSG00000115415;ENSG00000115415;ENSG00000115415;ENSG00000168610;ENSG00000138378;ENSG00000126561;ENSG00000173757;ENSG00000073861;ENSG00000073861;ENSG00000090447;ENSG00000158773;ENSG00000100811;ENSG00000100811;ENSG00000100811;
ENSG00000027697	IFNGR1	ENSG00000168310;ENSG00000185591;
ENSG00000183742	MACC1	ENSG00000164736;
ENSG00000017427	IGF1	ENSG00000245848;ENSG00000141027;ENSG00000196498;ENSG00000165588;ENSG00000173757;ENSG00000184937;
ENSG00000130203	APOE	ENSG00000128272;ENSG00000111206;ENSG00000185591;
ENSG00000140443	IGF1R	ENSG00000169083;ENSG00000067082;ENSG00000167034;ENSG00000185591;ENSG00000141510;ENSG00000141510;ENSG00000184937;ENSG00000184937;
ENSG00000167244	IGF2	ENSG00000139352;ENSG00000245848;ENSG00000102974;ENSG00000120738;ENSG00000120738;ENSG00000122877;ENSG00000141644;ENSG00000181690;ENSG00000181690;ENSG00000126003;ENSG00000185591;ENSG00000185591;ENSG00000184937;ENSG00000184937;
ENSG00000197081	IGF2R	ENSG00000105698;
ENSG00000146678	IGFBP1	ENSG00000128272;ENSG00000134954;ENSG00000150907;ENSG00000150907;ENSG00000150907;ENSG00000135100;ENSG00000253293;ENSG00000082175;ENSG00000186951;ENSG00000185591;ENSG00000172845;
ENSG00000146674	IGFBP3	ENSG00000169083;ENSG00000165556;ENSG00000105880;ENSG00000151702;ENSG00000197757;ENSG00000169057;ENSG00000141027;ENSG00000185591;ENSG00000172845;ENSG00000141510;ENSG00000111424;ENSG00000111424;
ENSG00000141753	IGFBP4	ENSG00000185591;ENSG00000172845;
ENSG00000115461	IGFBP5	ENSG00000139083;ENSG00000137203;
ENSG00000142871	CYR61	ENSG00000111087;ENSG00000168610;
ENSG00000142192	APP	ENSG00000102974;ENSG00000102974;ENSG00000157557;ENSG00000177606;ENSG00000165030;ENSG00000185591;ENSG00000185591;ENSG00000115415;ENSG00000137203;
ENSG00000173930	SLCO4C1	ENSG00000107485;
ENSG00000142515	KLK3	ENSG00000169083;ENSG00000169083;ENSG00000169083;ENSG00000169083;ENSG00000120738;ENSG00000114861;ENSG00000100644;ENSG00000109320;ENSG00000109320;ENSG00000167034;ENSG00000082175;ENSG00000162924;ENSG00000173039;ENSG00000124782;ENSG00000124813;ENSG00000185591;ENSG00000172845;ENSG00000124664;ENSG00000104447;ENSG00000184937;
ENSG00000163501	IHH	ENSG00000124813;
ENSG00000026103	FAS	ENSG00000115966;ENSG00000120738;ENSG00000170345;ENSG00000111087;ENSG00000074047;ENSG00000177606;ENSG00000177606;ENSG00000109320;ENSG00000109320;ENSG00000109320;ENSG00000001167;ENSG00000120837;ENSG00000066136;ENSG00000185129;ENSG00000173039;ENSG00000173039;ENSG00000173039;ENSG00000185591;ENSG00000185591;ENSG00000072310;ENSG00000072310;ENSG00000198911;ENSG00000115415;ENSG00000168610;ENSG00000168610;ENSG00000137203;ENSG00000141510;ENSG00000141510;ENSG00000065978;ENSG00000100811;
ENSG00000115008	IL1A	ENSG00000170345;ENSG00000177606;ENSG00000109320;ENSG00000173039;
ENSG00000125538	IL1B	ENSG00000106546;ENSG00000172216;ENSG00000172216;ENSG00000101412;ENSG00000137309;ENSG00000185122;ENSG00000140968;ENSG00000177606;ENSG00000171223;ENSG00000136826;ENSG00000165030;ENSG00000109320;ENSG00000109320;ENSG00000162924;ENSG00000173039;ENSG00000173039;ENSG00000066336;ENSG00000066336;ENSG00000115415;ENSG00000100811;
ENSG00000115594	IL1R1	ENSG00000115415;ENSG00000166888;
ENSG00000136689	IL1RN	ENSG00000109320;ENSG00000173039;ENSG00000168610;
ENSG00000109471	IL2	ENSG00000112182;ENSG00000118260;ENSG00000095794;ENSG00000095794;ENSG00000120738;ENSG00000134954;ENSG00000141568;ENSG00000049768;ENSG00000177606;ENSG00000177606;ENSG00000127528;ENSG00000131196;ENSG00000109320;ENSG00000109320;ENSG00000143190;ENSG00000143190;ENSG00000162924;ENSG00000173039;ENSG00000173039;ENSG00000159216;ENSG00000182568;ENSG00000185591;ENSG00000168610;ENSG00000111424;
ENSG00000134460	IL2RA	ENSG00000049768;ENSG00000178860;ENSG00000109320;ENSG00000143190;ENSG00000162924;ENSG00000173039;ENSG00000186350;ENSG00000182568;ENSG00000115415;ENSG00000168610;ENSG00000138378;
ENSG00000117560	FASLG	ENSG00000115966;ENSG00000172216;ENSG00000095794;ENSG00000120738;ENSG00000122877;ENSG00000118689;ENSG00000125347;ENSG00000177606;ENSG00000125952;ENSG00000136997;ENSG00000136997;ENSG00000109320;ENSG00000109320;ENSG00000123358;ENSG00000132170;ENSG00000173039;ENSG00000173039;ENSG00000185591;ENSG00000185591;
ENSG00000100385	IL2RB	ENSG00000120738;ENSG00000134954;ENSG00000186350;ENSG00000185591;ENSG00000184937;
ENSG00000147168	IL2RG	ENSG00000186350;
ENSG00000164399	IL3	ENSG00000245848;ENSG00000172216;ENSG00000120738;ENSG00000134954;ENSG00000177606;ENSG00000171223;ENSG00000130522;ENSG00000159216;ENSG00000185591;ENSG00000136451;
