	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
180325	-1.5009	-0.1387	0.7522	-0.8375	1.4405	0.1539	0.9193	-1.654	1.3355	0.2767	-1.2614	0.379	0.8962	0.8977	-0.4725	-1.224
180494	-1.0077	0.3946	0.6196	-0.7604	1.4576	-0.0127	0.5505	-2.0175	0.6317	0.6602	-1.3221	0.477	1.1866	0.3581	0.5072	-1.7789
180562	-1.0381	0.0813	0.7545	-0.7751	1.6461	0.0282	0.701	-1.4653	0.8629	0.3919	-1.7812	0.5419	1.1709	0.5343	-0.3112	-1.3786
180594	-0.7505	0.2889	0.8423	-0.8203	1.5684	0.046	0.5998	-1.4233	0.4345	0.5565	-1.9428	0.7856	1.1795	0.3931	-0.0401	-1.7658
180643	-1.2349	0.0435	0.7127	-1.1537	1.4101	-0.1724	0.511	-1.4373	0.9715	0.5061	-1.6816	0.3364	1.5268	0.5991	0.2127	-1.1888
180701	-1.2314	0.2443	0.8268	-1.0074	1.4062	-0.1329	0.4299	-1.698	0.4837	0.7142	-1.391	0.4968	1.4741	0.434	0.4947	-1.5947
180767	-1.1545	-0.0367	0.6583	-0.8048	1.4658	0.0734	0.7138	-1.8254	1.0795	0.4759	-1.3997	0.4408	1.1422	0.7299	-0.1846	-1.4151
180768	-1.2368	0.2144	0.6721	-0.9102	1.5991	-0.0631	0.3573	-1.408	0.8172	0.5725	-1.6646	0.4829	1.4941	0.2714	0.2765	-1.5179
180770	-0.786	0.082	0.5949	-0.788	1.5805	0.0226	0.6721	-1.3735	0.8862	0.5214	-1.9968	0.6658	1.2178	0.4451	-0.3424	-1.4389
180839	-1.0056	-0.2026	0.515	-0.7764	1.4408	0.0775	0.8679	-1.8546	1.279	0.5345	-1.484	0.3957	1.0594	0.7544	-0.3322	-1.3074
181030	-1.4172	-0.1284	0.752	-0.7421	1.5175	0.1399	0.7733	-1.6662	1.2168	0.4323	-1.482	0.3717	1.0279	0.6871	-0.353	-1.1677
181063	-1.3475	0.2485	0.8733	-0.8135	1.5519	-0.1282	0.5382	-1.8202	0.4601	0.7021	-1.3219	0.3612	1.3451	0.382	0.4485	-1.5286
181066	-1.1502	-0.2176	0.6164	-0.7896	1.4003	0.1757	0.83	-1.8038	1.3414	0.5008	-1.539	0.445	0.9406	0.763	-0.405	-1.1481
